origin,uniquecarrier,arrivaldelay,dest
PBI,CO,-2.499518768,FLL
PBI,DL,6.599248591,FLL
PBI,EA,,FLL
PBI,ML (1),5.507692308,FLL
PBI,NW,10.84984026,FLL
PBI,OH,64,FLL
PBI,TW,2.941830065,FLL
PBI,UA,7.76744186,FLL
PBI,CO,1.792307692,GSO
PBI,B6,9.927561837,HPN
PBI,FL,2.447089947,HPN
PBI,B6,4.903846154,IAD
PBI,CO,14.71785714,IAD
PBI,DH,16.2585752,IAD
PBI,UA,4.563525551,IAD
PBI,US,12.84057971,IAD
PBI,CO,1.243316832,IAH
PBI,XE,2.903048264,IAH
PBI,FL,16.74698795,IND
PBI,WN,-0.357491415,ISP
PBI,FL,18,JAX
PBI,TW,0.287356322,JAX
PBI,B6,11.44719951,JFK
PBI,DL,9.403275109,JFK
PBI,EA,12.13323983,JFK
PBI,TW,8.026420079,JFK
PBI,US,3.388888889,LAS
PBI,AA,14.16190293,LGA
PBI,B6,31.57751278,LGA
PBI,CO,6.218707941,LGA
PBI,DL,13.85919134,LGA
PBI,EA,8.838736842,LGA
PBI,OH,24.2835249,LGA
PBI,TW,8.81162404,LGA
PBI,US,9.447662486,LGA
PBI,CO,-0.479452055,MCO
PBI,DL,3.224989173,MCO
PBI,EA,,MCO
PBI,OH,0.365591398,MCO
PBI,PI,8.25697829,MCO
PBI,TW,1.622781065,MCO
PBI,UA,2.951785714,MCO
PBI,US,2.530906593,MCO
PBI,WN,0.9467028,MCO
PBI,FL,11.05434783,MDW
PBI,ML (1),8.702531646,MDW
PBI,WN,-11.47619048,MDW
PBI,NW,4.838848921,MEM
PBI,AA,53.8,MIA
PBI,CO,1.150943396,MIA
PBI,DL,2.132153392,MIA
PBI,EA,20.60344828,MIA
PBI,TW,11.60797342,MIA
PBI,UA,9.086206897,MIA
PBI,US,22.23333333,MIA
PBI,CO,5.434782609,MLB
PBI,NW,5.788461538,MSP
PBI,AA,9.677531065,ORD
PBI,DL,7.142121932,ORD
PBI,UA,9.812056738,ORD
PBI,EA,14.18181818,PHL
PBI,FL,17.30882353,PHL
PBI,ML (1),-4.159663866,PHL
PBI,US,7.316003722,PHL
PBI,WN,4.681796912,PHL
PBI,US,5.11627907,PIT
PBI,AA,1.099592944,RDU
PBI,AA,3.066666667,RSW
PBI,DL,33.53977273,RSW
PBI,ML (1),5.454545455,RSW
PBI,NW,-0.488636364,RSW
PBI,TW,-4.391304348,RSW
PBI,UA,11.66666667,RSW
PBI,XE,-3,RSW
PBI,DL,7.661157025,SRQ
PBI,EA,43,SRQ
PBI,NW,4.919191919,SRQ
PBI,TW,-0.934414149,SRQ
PBI,UA,0,SRQ
PBI,TW,4.952824333,STL
PBI,WN,-7.357142857,STL
PBI,B6,6.78177458,SWF
PBI,FL,8.196319018,SWF
PBI,OH,6.173913043,TLH
PBI,DL,0.298431632,TPA
PBI,EA,0,TPA
PBI,NW,6.423076923,TPA
PBI,PI,4.101910828,TPA
PBI,TW,18.8,TPA
PBI,UA,-0.722222222,TPA
PBI,US,-0.56361829,TPA
PBI,WN,1.962911127,TPA
CKB,OH,2.333333333,CVG
CKB,OH,130,LEX
CKB,OH,-5,PIT
SPS,MQ,1.210621527,DFW
LAX,DL,5.707760989,ABQ
LAX,MQ,13.18823529,ABQ
LAX,OO,0.50315568,ABQ
LAX,PS,-4.02919708,ABQ
LAX,US,0.029761905,ABQ
LAX,WN,7.174622039,ABQ
LAX,AS,3.111072902,ANC
LAX,DL,11.18199234,ANC
LAX,OO,4.127468582,ASE
LAX,DL,8.34881338,ATL
LAX,EA,-1.333431257,ATL
LAX,FL,4.144637947,ATL
LAX,UA,7.146374829,ATL
LAX,AA,3.832705981,AUS
LAX,CO,4.90978399,AUS
LAX,OO,2.73015873,AUS
LAX,WN,6.747285887,AUS
LAX,AA,-15.2613828,BDL
LAX,DL,1.7769131,BDL
LAX,UA,5.048387097,BDL
LAX,AA,52,BFL
LAX,MQ,6.03277635,BFL
LAX,OO,1.648512249,BFL
LAX,AA,0.452908587,BNA
LAX,WN,1.082993077,BNA
LAX,AS,-1.959183673,BOI
LAX,DL,26,BOI
LAX,OO,-0.547416241,BOI
LAX,UA,2.084821429,BOI
LAX,XE,10.40973631,BOI
LAX,AA,2.271419505,BOS
LAX,DL,3.124471888,BOS
LAX,EA,16.85106383,BOS
LAX,HP,8.42475512,BOS
LAX,NW,1.500461255,BOS
LAX,TW,-0.078911565,BOS
LAX,UA,6.467287847,BOS
LAX,OO,145,BUR
LAX,UA,2,BUR
LAX,FL,17.58031088,BWI
LAX,PI,10.2535497,BWI
LAX,UA,6.442028986,BWI
LAX,US,3.735216987,BWI
LAX,WN,-3.204715354,BWI
LAX,OO,-14.81818182,BZN
LAX,PS,-0.805555556,CCR
LAX,US,3.075090053,CCR
LAX,OO,,CDC
LAX,OO,1.515324758,CLD
LAX,CO,3.686756743,CLE
LAX,UA,1.892655367,CLE
LAX,US,6.770302739,CLE
LAX,EA,-2,CLT
LAX,PI,6.908227848,CLT
LAX,US,3.973766423,CLT
LAX,CO,-6,CMH
LAX,DL,6.627831715,CMH
LAX,HP,10.77954463,CMH
LAX,US,5.313073394,CMH
LAX,AA,6.440017138,COS
LAX,OO,0.925380626,COS
LAX,XE,,COS
LAX,DL,5.16496735,CVG
LAX,AA,5.219402143,DAL
LAX,PI,0.863599014,DAY
LAX,US,4.092581423,DAY
LAX,AS,3.117426608,DCA
LAX,TW,3.547826087,DCA
LAX,AA,4.777230374,DEN
LAX,CO,7.667714735,DEN
LAX,F9,6.732901554,DEN
LAX,NW,12.37037037,DEN
LAX,OO,,DEN
LAX,UA,7.042952597,DEN
LAX,WN,7.65430622,DEN
LAX,XE,15.45647704,DEN
LAX,AA,5.421683181,DFW
LAX,DL,7.939221706,DFW
LAX,EV,0,DFW
LAX,FL,-3.964388835,DFW
LAX,NW,3.622222222,DFW
LAX,OO,3.868198307,DFW
LAX,UA,1.331655256,DFW
LAX,OO,,DRO
LAX,OO,1.091428571,DSM
LAX,NW,1.691004313,DTW
LAX,AA,26.5988935,EGE
LAX,HP,11.27906977,EGE
LAX,UA,3.195121951,EGE
LAX,WN,7.459561112,ELP
LAX,UA,-11,EUG
LAX,US,6.282828283,EUG
LAX,XE,3.76386037,EUG
LAX,AA,5.092893663,EWR
LAX,CO,8.171838704,EWR
LAX,DL,6.402452026,EWR
LAX,UA,6.773524004,EWR
LAX,AA,0.5,FAT
LAX,DL,7.011726648,FAT
LAX,MQ,0.261557439,FAT
LAX,OO,3.208521427,FAT
LAX,PS,-0.697044335,FAT
LAX,US,3.730704225,FAT
LAX,AA,5.18591954,FLL
LAX,DL,9.313399779,FLL
LAX,US,,FLL
LAX,AS,2.704260652,GEG
LAX,UA,14.33333333,GEG
LAX,WN,-23,GEG
LAX,XE,11.19836066,GEG
LAX,OO,,GJT
LAX,AA,-5.966153846,HDN
LAX,NW,-6.575757576,HDN
LAX,UA,6.04,HDN
LAX,AA,5.917892557,HNL
LAX,CO,7.223165884,HNL
LAX,DL,12.64524826,HNL
LAX,EA,60.5,HNL
LAX,HA,2.325519772,HNL
LAX,NW,8.850303951,HNL
LAX,PA (1),12.35379369,HNL
LAX,TW,2.299385426,HNL
LAX,TZ,3.593672457,HNL
LAX,UA,8.79715727,HNL
LAX,AA,2.129429892,HOU
LAX,CO,7.14852038,HOU
LAX,WN,0.499288987,HOU
LAX,AA,1.720409267,IAD
LAX,B6,244,IAD
LAX,CO,-3.991289199,IAD
LAX,DH,24.93865031,IAD
LAX,HP,12.93767705,IAD
LAX,PA (1),2.838797814,IAD
LAX,TW,0.75721323,IAD
LAX,UA,5.047046512,IAD
LAX,CO,4.764381473,IAH
LAX,UA,10.46836789,IAH
LAX,XE,-11,IAH
LAX,OO,9.712598425,ICT
LAX,XE,5.797356828,ICT
LAX,OO,,IDA
LAX,CO,20,IND
LAX,FL,2.355828221,IND
LAX,NW,3.867330017,IND
LAX,TZ,3.877929688,IND
LAX,US,3.257220475,IND
LAX,WN,-3.558338076,IND
LAX,OO,4.211538462,IPL
LAX,OO,-0.20527503,IYK
LAX,UA,2.65,JAC
LAX,DL,5.410526316,JAX
LAX,AA,4.682867617,JFK
LAX,B6,185,JFK
LAX,DL,8.044648318,JFK
LAX,HP,11.89361702,JFK
LAX,PA (1),4.244587629,JFK
LAX,TW,6.666182259,JFK
LAX,UA,4.934664771,JFK
LAX,AA,9.452791878,KOA
LAX,DL,7.669291339,KOA
LAX,TW,5.713701431,KOA
LAX,TZ,16.95652174,KOA
LAX,UA,2.909116728,KOA
LAX,AA,7.704858593,LAS
LAX,AS,9.125,LAS
LAX,CO,-1.630136986,LAS
LAX,DL,7.116659246,LAS
LAX,EA,16.32704403,LAS
LAX,EV,12.49390244,LAS
LAX,FL,11.75,LAS
LAX,HA,,LAS
LAX,HP,6.605052766,LAS
LAX,ML (1),47.42857143,LAS
LAX,MQ,5.782882144,LAS
LAX,NW,7.921457219,LAS
LAX,OO,,LAS
LAX,PS,-3.409874608,LAS
LAX,TW,5,LAS
LAX,UA,8.488653555,LAS
LAX,US,5.084279249,LAS
LAX,WN,8.982226697,LAS
LAX,XE,2.910714286,LAS
LAX,YV,7.949640288,LAS
LAX,US,-15,LAX
LAX,DL,-0.24137931,LGA
LAX,AA,29.5,LGB
LAX,TW,8,LGB
LAX,AA,5.284692418,LIH
LAX,DL,8.708955224,LIH
LAX,TZ,5.197674419,LIH
LAX,UA,3.165249089,LIH
LAX,WN,23,MAF
LAX,EA,7.079763663,MCI
LAX,UA,1.596525097,MCI
LAX,US,5.632160512,MCI
LAX,WN,3.223353659,MCI
LAX,AA,1.935,MCO
LAX,DL,5.897245147,MCO
LAX,UA,6.457497959,MCO
LAX,US,9.111666667,MCO
LAX,WN,7,MCO
LAX,ML (1),6.512509477,MDW
LAX,TZ,4.760530871,MDW
LAX,WN,0.588010426,MDW
LAX,NW,-1.208313124,MEM
LAX,CO,5.333333333,MFE
LAX,XE,2.897590361,MFE
LAX,OO,,MFR
LAX,UA,10.1981982,MFR
LAX,US,8.847087379,MFR
LAX,AA,4.46184651,MIA
LAX,EA,1.583109198,MIA
LAX,PA (1),3.477088073,MIA
LAX,UA,8.193422083,MIA
LAX,FL,4.991561181,MKE
LAX,NW,3.407027818,MKE
LAX,OO,7.159279279,MOD
LAX,MQ,-0.895346826,MRY
LAX,OO,2.27918744,MRY
LAX,PS,-3.409638554,MRY
LAX,UA,1.941908714,MRY
LAX,US,1.959318094,MRY
LAX,AA,-11.83561644,MSP
LAX,NW,3.166872165,MSP
LAX,CO,0.409791478,MSY
LAX,DL,8.397253898,MSY
LAX,UA,3.463492063,MSY
LAX,WN,3.606523955,MSY
LAX,OO,16.91176471,MTJ
LAX,UA,10.42857143,MTJ
LAX,XE,-12.92156863,MTJ
LAX,AA,4.135283993,OAK
LAX,AS,19.75,OAK
LAX,EV,16.95985401,OAK
LAX,HA,-18,OAK
LAX,MQ,4.761290323,OAK
LAX,OO,3.123554829,OAK
LAX,PS,-1.621276596,OAK
LAX,UA,7.621843693,OAK
LAX,US,8.104769898,OAK
LAX,WN,6.759764099,OAK
LAX,XE,8.998737374,OAK
LAX,AA,0.98486007,OGG
LAX,CO,14.30348259,OGG
LAX,DL,12.64871756,OGG
LAX,TZ,3.189604685,OGG
LAX,UA,4.690590112,OGG
LAX,AA,,OKC
LAX,DL,4.585201794,OKC
LAX,OO,1.404162103,OKC
LAX,XE,-1.5,OKC
LAX,AA,52.05555556,ONT
LAX,DL,20,ONT
LAX,OO,2.348022599,ONT
LAX,TW,6.53525641,ONT
LAX,XE,12,ONT
LAX,AA,7.427043234,ORD
LAX,UA,7.652666026,ORD
LAX,OO,1.233759084,OXR
LAX,AS,8.025587888,PDX
LAX,DL,6.042486005,PDX
LAX,OO,4.911509543,PDX
LAX,UA,5.536842785,PDX
LAX,XE,7.910585817,PDX
LAX,AA,,PHL
LAX,EA,9.135135135,PHL
LAX,TW,-6.07201889,PHL
LAX,UA,6.866915846,PHL
LAX,US,4.251954669,PHL
LAX,WN,-1.639240506,PHL
LAX,AA,8.01184346,PHX
LAX,DL,7.278334072,PHX
LAX,FL,13,PHX
LAX,HP,6.583268944,PHX
LAX,MQ,2.898823529,PHX
LAX,OO,4.178384859,PHX
LAX,PS,4.078740157,PHX
LAX,TW,3.261627907,PHX
LAX,TZ,-24,PHX
LAX,UA,11.33692481,PHX
LAX,US,3.402190923,PHX
LAX,WN,8.210419812,PHX
LAX,XE,8.532548476,PHX
LAX,YV,0.486191394,PHX
LAX,TZ,4.679389313,PIE
LAX,OO,,PIH
LAX,DL,17,PIT
LAX,US,2.536024548,PIT
LAX,OO,8,PMD
LAX,AS,-2,PSP
LAX,EV,19.82307692,PSP
LAX,MQ,2.699350006,PSP
LAX,OO,4.61378159,PSP
LAX,UA,9.162683115,PSP
LAX,OO,,PUB
LAX,AS,29.55882353,RDM
LAX,DL,1.3625,RDU
LAX,UA,5,RDU
LAX,AA,10.49569267,RNO
LAX,AS,8.372191864,RNO
LAX,DL,7.188664289,RNO
LAX,EA,-6,RNO
LAX,EV,7.934065934,RNO
LAX,OO,6.616169545,RNO
LAX,PS,-4.702857143,RNO
LAX,UA,8.700059988,RNO
LAX,US,5.779057592,RNO
LAX,WN,6.872752726,RNO
LAX,XE,4.806091371,RNO
LAX,AA,,RSW
LAX,AA,3.597172165,SAN
LAX,AS,3.167462845,SAN
LAX,CO,5.826966292,SAN
LAX,DL,8.752079867,SAN
LAX,F9,,SAN
LAX,MQ,1.327140519,SAN
LAX,NW,1.050271069,SAN
LAX,OO,3.416264867,SAN
LAX,PA (1),6.581048387,SAN
LAX,PI,10.29812981,SAN
LAX,PS,-2.450226244,SAN
LAX,TW,5.614440433,SAN
LAX,UA,8.112925567,SAN
LAX,US,5.02128062,SAN
LAX,XE,1.953703704,SAN
LAX,AA,8.876089061,SAT
LAX,CO,4.90963356,SAT
LAX,OO,5.047672253,SAT
LAX,WN,5.815260211,SAT
LAX,MQ,-0.937887324,SBA
LAX,OO,2.072256913,SBA
LAX,UA,12.55193662,SBA
LAX,MQ,0.604085743,SBP
LAX,OO,1.475413061,SBP
LAX,PS,1.210116732,SCK
LAX,US,3.370065789,SCK
LAX,CO,15,SDF
LAX,AS,10.00189389,SEA
LAX,CO,7.520532741,SEA
LAX,DL,9.251961204,SEA
LAX,NW,0.182704645,SEA
LAX,OO,5.246031746,SEA
LAX,PA (1),27.54285714,SEA
LAX,PS,-0.245283019,SEA
LAX,UA,5.957503132,SEA
LAX,US,7.981602038,SEA
LAX,XE,11.70259939,SEA
LAX,AA,7.38679349,SFO
LAX,AS,13.51827243,SFO
LAX,CO,9.354782609,SFO
LAX,DL,11.02724504,SFO
LAX,EA,23.63986014,SFO
LAX,EV,6.964630225,SFO
LAX,F9,-2.028685791,SFO
LAX,MQ,7.807763401,SFO
LAX,NW,9.848785872,SFO
LAX,OO,170,SFO
LAX,PA (1),12.29051988,SFO
LAX,PS,-2.146341463,SFO
LAX,TW,11.19666435,SFO
LAX,TZ,-7.619047619,SFO
LAX,UA,10.12942093,SFO
LAX,US,7.96472198,SFO
LAX,WN,8.792051497,SFO
LAX,XE,13.6,SFO
LAX,OO,3.988291517,SGU
LAX,AA,2.091589635,SJC
LAX,AS,5.234135667,SJC
LAX,CO,-0.157412399,SJC
LAX,DL,4.911675127,SJC
LAX,MQ,4.790231616,SJC
LAX,OO,2.628573989,SJC
LAX,PS,-2.256756757,SJC
LAX,UA,7.023724106,SJC
LAX,US,3.739330437,SJC
LAX,WN,7.240885456,SJC
LAX,XE,3.80146569,SJC
LAX,AA,0.752234994,SJU
LAX,DL,8.553571429,SJU
LAX,TW,5.207207207,SJU
LAX,DL,7.252458131,SLC
LAX,EV,10.12511585,SLC
LAX,OO,5.762090992,SLC
LAX,UA,3.624766646,SLC
LAX,WN,7.650436194,SLC
LAX,XE,3.846774194,SLC
LAX,AA,3.49343832,SMF
LAX,DL,7.21635183,SMF
LAX,EV,8.47133758,SMF
LAX,OO,3.190032801,SMF
LAX,PS,0.482568807,SMF
LAX,UA,8.154829638,SMF
LAX,US,5.439747995,SMF
LAX,WN,8.002741768,SMF
LAX,XE,11.42336218,SMF
LAX,OO,0.64250471,SMX
LAX,AA,23.125,SNA
LAX,CO,8.435185185,SNA
LAX,MQ,4.813370474,SNA
LAX,NW,-0.327272727,SNA
LAX,OO,1.357881389,SNA
LAX,TW,35,SNA
LAX,AA,2.849888985,STL
LAX,TW,5.613581919,STL
LAX,WN,-3.458410351,STL
LAX,HP,-6.222222222,SUN
LAX,CO,-6.464497041,TPA
LAX,DL,3.605698346,TPA
LAX,PI,7.785087719,TPA
LAX,UA,1.153558052,TPA
LAX,US,1.652342374,TPA
LAX,WN,-16.54545455,TPA
LAX,AA,6.066914498,TUL
LAX,OO,-0.777777778,TUL
LAX,AS,4.004943503,TUS
LAX,DL,7.781063037,TUS
LAX,OO,4.487613952,TUS
LAX,PS,-4.367579909,TUS
LAX,UA,11.1197545,TUS
LAX,US,5.383312933,TUS
LAX,WN,8.673964472,TUS
LAX,XE,-7.645544554,TUS
LAX,UA,2,TWF
LAX,OO,4.694805195,VIS
LAX,MQ,9.566722501,XNA
LAX,OO,3.419151806,YUM
BTV,US,-0.068923821,ALB
BTV,EV,14.82383041,ATL
BTV,OH,20.77108434,ATL
BTV,OO,,AZO
BTV,UA,-3.363636364,BDL
BTV,UA,15.51293103,BGR
BTV,DH,-7.237741456,BOS
BTV,MQ,8.221941992,BOS
BTV,OH,6.967376831,BOS
BTV,US,6.549480969,BOS
BTV,FL,0.082725061,BWI
BTV,US,3.664804469,BWI
BTV,XE,3.703826955,CLE
BTV,OH,,CMH
BTV,OO,7,COS
BTV,OH,2.345454545,CVG
BTV,US,7.711033275,DCA
BTV,YV,16.66666667,DCA
BTV,9E,5.892076503,DTW
BTV,NW,2.280802292,DTW
BTV,CO,9.355495894,EWR
BTV,XE,20.70530293,EWR
BTV,OO,,FWA
BTV,XE,10.5,HPN
BTV,DH,7.79601457,IAD
BTV,UA,0.725864553,IAD
BTV,YV,10.48529412,IAD
BTV,OO,,IND
BTV,B6,13.53141324,JFK
BTV,OH,20.33813443,JFK
BTV,OH,156.5,LGA
BTV,US,6.310318076,LGA
BTV,B6,-0.151202749,MCO
BTV,UA,3.846983816,MHT
BTV,9E,-0.412587413,MSP
BTV,DH,29.75814413,ORD
BTV,MQ,4.783783784,ORD
BTV,OO,10.41053787,ORD
BTV,UA,8.836796477,ORD
BTV,US,6.863984322,PHL
BTV,US,4.290714346,PIT
BTV,UA,-9.090163934,PWM
BTV,OO,,SBN
BTV,PI,-0.340707965,SYR
BTV,US,7.603773585,SYR
APF,EV,8.854672705,ATL
APF,MQ,7.713450292,MIA
APF,PI,2.57127193,TPA
ROC,AA,10.5,ALB
ROC,UA,7.152173913,ALB
ROC,US,3.216508796,ALB
ROC,DL,6.152365678,ATL
ROC,EA,3.176836862,ATL
ROC,EV,9.953562341,ATL
ROC,FL,7.947065821,ATL
ROC,OH,10.94859948,ATL
ROC,AA,105,BDL
ROC,US,5.019662921,BDL
ROC,B6,,BOS
ROC,FL,8.558659218,BOS
ROC,MQ,12.22458101,BOS
ROC,PI,11.24390244,BOS
ROC,US,9.277179388,BOS
ROC,AA,1.666666667,BUF
ROC,CO,7.074074074,BUF
ROC,PI,13.47058824,BUF
ROC,UA,8.203246753,BUF
ROC,US,0.690217391,BUF
ROC,FL,3.402693603,BWI
ROC,PI,3.651342555,BWI
ROC,US,4.797636632,BWI
ROC,AA,28,CLE
ROC,CO,11.70491803,CLE
ROC,US,6.641841004,CLE
ROC,XE,13.08300763,CLE
ROC,US,0.988302211,CLT
ROC,YV,1.116071429,CLT
ROC,DL,5.40442414,CVG
ROC,EV,-2.275229358,CVG
ROC,OH,3.280824742,CVG
ROC,US,4.981662504,DCA
ROC,YV,12.5,DCA
ROC,MQ,12.85207101,DFW
ROC,9E,9.907709012,DTW
ROC,CO,11.60784314,DTW
ROC,NW,2.024574591,DTW
ROC,CO,10.01585124,EWR
ROC,PI,24.11567164,EWR
ROC,US,9.43687749,EWR
ROC,XE,17.12397245,EWR
ROC,FL,9.963414634,FLL
ROC,AA,-1.94011976,IAD
ROC,DH,0.646171921,IAD
ROC,UA,4.861453518,IAD
ROC,YV,7.277673546,IAD
ROC,B6,14.22405637,JFK
ROC,MQ,18.26741393,JFK
ROC,OH,20.87172775,JFK
ROC,PI,15.15316901,JFK
ROC,US,14.43415179,JFK
ROC,FL,-2.839160839,LAS
ROC,OH,,LEX
ROC,AA,,LGA
ROC,MQ,26.14423077,LGA
ROC,PI,10.50265957,LGA
ROC,US,7.107056957,LGA
ROC,B6,0.47752809,MCO
ROC,DL,-14.56530214,MCO
ROC,FL,5.65592681,MCO
ROC,OH,-0.725490196,MCO
ROC,US,3.35308642,MCO
ROC,AA,36,MIA
ROC,9E,11.1002331,MSP
ROC,NW,4.042440318,MSP
ROC,AA,7.360333405,ORD
ROC,DH,7.942164179,ORD
ROC,MQ,13.57674651,ORD
ROC,OO,-2.347222222,ORD
ROC,UA,7.504440317,ORD
ROC,YV,22.07989167,ORD
ROC,EA,13.25581395,PHL
ROC,ML (1),17.16666667,PHL
ROC,US,8.536150079,PHL
ROC,US,4.722814898,PIT
ROC,AA,51.5,PVD
ROC,AA,-0.866330391,RDU
ROC,AA,,SRQ
ROC,AA,15.5,SWF
ROC,B6,,SWF
ROC,AA,8.897920605,SYR
ROC,DL,6.902466029,SYR
ROC,EA,6.936585366,SYR
ROC,NW,1.392720307,SYR
ROC,OH,0,SYR
ROC,PI,1.933272395,SYR
ROC,US,2.234461709,SYR
ROC,FL,0.113652114,TPA
GSP,9E,9.208,ATL
GSP,AA,0.643653744,ATL
GSP,CO,8.360594796,ATL
GSP,DL,6.17443169,ATL
GSP,EA,2.674272093,ATL
GSP,EV,5.571428571,ATL
GSP,OH,6.03611457,ATL
GSP,OO,9.240310078,ATL
GSP,EV,30,AVL
GSP,EA,,AVP
GSP,AA,6.329159213,BNA
GSP,CO,-0.02020202,BWI
GSP,US,6.895495495,BWI
GSP,AA,1.379310345,CAE
GSP,AA,-3.5,CHS
GSP,EA,3.984108967,CHS
GSP,US,2.237132353,CHS
GSP,XE,5.607945295,CLE
GSP,MQ,0,CLT
GSP,OH,30,CLT
GSP,PI,8.954030875,CLT
GSP,US,2.815129107,CLT
GSP,YV,17.58333333,CLT
GSP,DH,-1.629073756,CVG
GSP,EV,1.051675978,CVG
GSP,OH,0.20175064,CVG
GSP,AA,-12,DAB
GSP,EA,6.58974359,DCA
GSP,YV,19.84615385,DCA
GSP,MQ,4.721419634,DFW
GSP,9E,1.976222521,DTW
GSP,NW,2.909062427,DTW
GSP,CO,17.38751715,EWR
GSP,XE,9.754251234,EWR
GSP,CO,-2,FLL
GSP,AA,22.5,GSO
GSP,CO,2.636731392,GSO
GSP,EA,4.495049505,GSO
GSP,DH,2.033964594,IAD
GSP,YV,9.921341816,IAD
GSP,XE,5.019327731,IAH
GSP,AA,-21,JAX
GSP,EA,7.512048193,LGA
GSP,EV,27,LGA
GSP,MQ,30.36708861,LGA
GSP,OH,9.503840782,LGA
GSP,US,10.53781703,LGA
GSP,OO,,MCN
GSP,CO,2.003512881,MCO
GSP,DH,7.522727273,MCO
GSP,OH,6.079074253,MCO
GSP,CO,-2.190830235,MDW
GSP,9E,5.095683827,MEM
GSP,NW,2.750709824,MEM
GSP,EV,195,MLB
GSP,CO,1.38974359,MSY
GSP,OH,70.16666667,MSY
GSP,DH,8.356136821,ORD
GSP,MQ,8.281840259,ORD
GSP,YV,20.31838937,ORD
GSP,AA,16,PBI
GSP,US,7.161342138,PHL
GSP,US,10.86092715,PIT
GSP,AA,-0.329973936,RDU
GSP,EA,20.05128205,RDU
GSP,US,4.687,RDU
GSP,OH,175,RSW
GSP,EA,11.31034483,SAV
GSP,US,6.5,SAV
GSP,DH,2.571428571,TPA
GSP,EV,-5.525568182,TPA
GSP,OH,3.666666667,TPA
PIR,9E,34.5,JAX
PIR,9E,37,MSP
TYS,EV,-60,AEX
TYS,9E,-0.62195122,ATL
TYS,DL,5.979042708,ATL
TYS,EV,8.150329736,ATL
TYS,OH,3.975077882,ATL
TYS,OO,-8,ATL
TYS,OH,103.5,AUS
TYS,EV,-25,AVL
TYS,DL,10.67975831,BNA
TYS,NW,9.03640257,BNA
TYS,UA,0.9724438,BNA
TYS,OH,90,BTR
TYS,EV,34,CHA
TYS,NW,5.967741935,CHA
TYS,XE,4.279610195,CLE
TYS,AA,-15,CLT
TYS,PI,3.734325665,CLT
TYS,US,0.888174171,CLT
TYS,YV,2.25,CLT
TYS,EV,0,CRW
TYS,DH,7.744486692,CVG
TYS,DL,4.776472535,CVG
TYS,EV,0.366748166,CVG
TYS,OH,0.401040845,CVG
TYS,YV,-0.166666667,DCA
TYS,OO,-1.062887511,DEN
TYS,AA,1.408109876,DFW
TYS,DL,5.876846266,DFW
TYS,EV,-11.10526316,DFW
TYS,MQ,4.670249083,DFW
TYS,OO,-10.17656501,DFW
TYS,9E,5.480943026,DTW
TYS,NW,1.413303438,DTW
TYS,XE,18.07156835,EWR
TYS,OO,,FWA
TYS,OO,,GRR
TYS,AA,7,GSO
TYS,DH,-10.51249349,IAD
TYS,DL,49,IAD
TYS,YV,3.869565217,IAD
TYS,CO,15,IAH
TYS,XE,5.873977344,IAH
TYS,OH,10,JAN
TYS,OH,,LEX
TYS,DL,-0.401273885,LGA
TYS,EV,38.87096774,LGA
TYS,OH,4.332323232,LGA
TYS,OO,,MCI
TYS,XE,93,MCI
TYS,DH,-5.953662182,MCO
TYS,EV,6.953781513,MCO
TYS,OH,-6.837209302,MCO
TYS,9E,7.976885184,MEM
TYS,NW,0.567175382,MEM
TYS,OO,,MLI
TYS,9E,13.79907975,MSP
TYS,DH,9.277095569,ORD
TYS,MQ,10.35212987,ORD
TYS,OO,10.94017094,ORD
TYS,UA,8.425288303,ORD
TYS,YV,6.247863248,ORD
TYS,US,1.851279882,PIT
TYS,OO,140,ROA
TYS,AA,15,SDF
TYS,DL,-2,SDF
TYS,OO,318,SDF
TYS,UA,2.42384106,SDF
TYS,TW,5.259393064,STL
TYS,DH,3.119402985,TPA
TYS,EV,-4.081916538,TPA
TYS,OH,-11.5,TPA
TYS,US,2.201388889,TRI
LBB,DL,-3.256302521,ABQ
LBB,OO,69,ABQ
LBB,WN,3.569496451,ABQ
LBB,AA,8.075829384,AMA
LBB,DL,5.268972638,AMA
LBB,WN,2.79685097,AUS
LBB,WN,6.012574166,DAL
LBB,AA,4.163260985,DFW
LBB,DL,4.967581366,DFW
LBB,EV,2.685774947,DFW
LBB,MQ,5.999082214,DFW
LBB,AA,32,ELP
LBB,CO,-5,ELP
LBB,WN,3.101277634,ELP
LBB,WN,0.467532468,HOU
LBB,CO,6.392557023,IAH
LBB,XE,8.014027516,IAH
LBB,HP,1.585657371,LAS
LBB,WN,0.495518868,LAS
LBB,AA,14.66666667,MAF
LBB,HP,3.526929982,MAF
LBB,EV,-60,OAK
LBB,HP,5.935028249,PHX
LBB,AA,65,STL
MCN,EV,-11,ABY
MCN,EV,11.04769545,ATL
MCN,OH,60.66666667,ATL
MCN,EV,0,BQK
MCN,EV,0,CHS
MCN,EV,0,DFW
MCN,EV,0,EYW
MCN,EV,0,FWA
MCN,EV,0,VLD
MCN,EV,52,VPS
DUT,AS,14.04876987,ANC
MTH,EV,16.31746032,ATL
MAZ,MQ,5.107142857,SJU
BFL,AA,14.5,BUR
BFL,CO,-7.338983051,BUR
BFL,OO,,CDC
BFL,CO,20.26506024,DEN
BFL,OO,9.126495726,DEN
BFL,AA,6.88162325,DFW
BFL,OO,158,FAT
BFL,XE,1.342879561,IAH
