origin,dest,averagedeparturedelay
ITH,ERI,3.169426752
ITH,MDT,1.258064516
ITH,PIT,2.026964399
ITH,SYR,1.838103025
MIA,APF,7.554572271
MIA,ATL,9.441182798
MIA,AUS,6.066358025
MIA,BDL,11.43206256
MIA,BNA,9.335567121
MIA,BOS,15.87076978
MIA,BQN,5.915465898
MIA,BUF,1
MIA,BWI,10.07684889
MIA,CHS,10.28571429
MIA,CLE,8.193792421
MIA,CLT,6.364889356
MIA,CMH,11.5099481
MIA,CVG,7.37703029
MIA,DAY,7.315401302
MIA,DCA,6.714841271
MIA,DEN,7.337092795
MIA,DFW,9.373048762
MIA,DTW,5.695929322
MIA,EGE,8.031168831
MIA,EWR,14.87082448
MIA,EYW,6.238100102
MIA,FLL,6.415567882
MIA,GNV,4.997657296
MIA,GSO,7.44619666
MIA,HOU,2.912199125
MIA,IAD,7.853351707
MIA,IAH,5.968422328
MIA,IND,7.070543616
MIA,ISP,3.647398844
MIA,JAX,5.710135689
MIA,JFK,15.21780009
MIA,LAS,11.85674371
MIA,LAX,10.825798
MIA,LGA,12.22224184
MIA,MCI,4.612244898
MIA,MCO,8.059647649
MIA,MDW,5.669704861
MIA,MEM,3.745106622
MIA,MKE,7.647058824
MIA,MSP,6.888331681
MIA,MSY,6.14442361
MIA,ORD,12.7356072
MIA,ORF,10.99364791
MIA,PBI,6.796618852
MIA,PHL,9.626778856
MIA,PHX,11.58289054
MIA,PIT,6.609320714
MIA,PSE,3.975845411
MIA,RDU,7.215793124
MIA,RIC,11.37171399
MIA,RSW,7.130739796
MIA,SAN,1.710382514
MIA,SAT,43
MIA,SAV,6.263565891
MIA,SDF,8.677631579
MIA,SEA,6.560390764
MIA,SFO,10.33649133
MIA,SHV,0
MIA,SJC,8.380042463
MIA,SJU,11.11177755
MIA,SLC,2.537190083
MIA,SRQ,10.01826484
MIA,STL,8.190878185
MIA,STT,11.87167421
MIA,STX,6.27620937
MIA,SWF,8
MIA,TLH,4.261484475
MIA,TPA,5.733236026
MIA,XNA,7.804455446
LAW,ATL,5.397260274
LAW,DFW,1.957805907
ABQ,AMA,9.234597981
ABQ,ATL,4.891861926
ABQ,AUS,1.897172237
ABQ,BNA,8.666666667
ABQ,BWI,5.455614973
ABQ,CLE,-0.94
ABQ,COS,5.259799453
ABQ,CVG,4.949660359
ABQ,DAL,8.018366383
ABQ,DEN,4.95901573
ABQ,DFW,4.788884744
ABQ,ELP,7.709103477
ABQ,EWR,9.553370787
ABQ,GJT,52.71428571
ABQ,HOU,8.367744306
ABQ,IAD,5.690414508
ABQ,IAH,2.306121176
ABQ,IDA,3
ABQ,LAS,8.147662995
ABQ,LAX,8.354129704
ABQ,LBB,6.514059064
ABQ,MAF,8.684654968
ABQ,MCI,8.978853974
ABQ,MCO,5.588449367
ABQ,MDW,6.143976229
ABQ,MKC,45
ABQ,MSP,4.928069375
ABQ,OAK,9.639620372
ABQ,OKC,8.407012195
ABQ,ONT,3.812886143
ABQ,ORD,7.613301183
ABQ,PDX,7.967576117
ABQ,PHX,7.09584637
ABQ,PIH,0
ABQ,PIT,4.794400405
ABQ,PSP,-5
ABQ,SAN,9.410311615
ABQ,SAT,4.455403987
ABQ,SEA,7.079901827
ABQ,SFO,13.31850721
ABQ,SLC,4.706327885
ABQ,SMF,3.26557377
ABQ,SNA,4
ABQ,STL,6.46148884
ABQ,TPA,10.16002099
ABQ,TUL,5.721311475
ABQ,TUS,10.08789302
ABQ,TWF,48
SBN,ATL,16.18303832
SBN,AZO,0.625
SBN,CLE,-1.635294118
SBN,CVG,3.715584925
SBN,DAY,5.377764613
SBN,DFW,1310
SBN,DTW,4.021415161
SBN,EWR,9.5
SBN,GRR,31.55555556
SBN,LEX,65
SBN,MSP,15.25037481
SBN,ORD,16.06990132
SBN,PHX,0
SBN,PIT,2.911232503
GCC,DEN,10.34683099
GCC,SLC,-3.627218935
CHO,ATL,9.002810041
CHO,BWI,3.897058824
CHO,CLT,3.990986717
CHO,CVG,1.693631228
CHO,DCA,87.5
CHO,IAD,-0.480178174
CHO,LGA,16.38372093
CHO,LYH,2.117505995
CHO,RIC,1.945255474
CHO,ROA,2.913148372
TXK,ACT,160
TXK,BPT,80
TXK,DFW,1.986005374
TXK,IAH,2.588652482
TXK,TYR,134.3333333
GST,JNU,7.739749431
SCE,ATL,15.49050633
SCE,CVG,0.570939639
SCE,DTW,9.093256815
SCE,IAD,0.289890981
GNV,ATL,9.217120159
GNV,CHA,0
GNV,CLT,4.629676487
GNV,DAB,-13
GNV,EYW,-3
GNV,MCN,22
GNV,MCO,64
GNV,MIA,4.97399133
GNV,MLB,35
GNV,RSW,52
GNV,TLH,10.875
KSM,ANC,6.463840399
AVP,ABE,3.67571885
AVP,ALB,16
AVP,ATL,11.20258559
AVP,AZO,-2
AVP,BDL,18.5
AVP,BGM,13
AVP,BUF,201
AVP,BWI,2.181281619
AVP,CLT,4.8
AVP,CVG,3.702696474
AVP,DTW,9.194466403
AVP,ELM,2.080536913
AVP,HPN,-1
AVP,JFK,38.41176471
AVP,LAN,118.5
AVP,LGA,81.91666667
AVP,MDT,7.081081081
AVP,ORD,19.47769824
AVP,PHL,3.509365994
AVP,PIT,3.562947909
DET,BNA,11.59766964
DET,IND,3.516177097
DET,MDW,6.720750552
DET,STL,9.571545648
PIE,IND,-0.137049942
PIE,LAS,2.720779221
PIE,LAX,0.709923664
PIE,LGA,21.00806452
PIE,MCO,-5.5
PIE,MDW,1.435217391
PIE,RDU,-0.084562439
PIE,RSW,0
PIE,SFO,-0.795321637
PIE,SJU,16.76470588
PIE,TPA,-18
IPL,LAX,5.472155791
IPL,PSP,-0.142857143
IPL,SAN,-0.738519213
IPL,YUM,1.700402145
SAV,AGS,-5
SAV,ATL,7.435582909
SAV,AUS,20
SAV,BOS,16.54500818
SAV,CAE,2.725067385
SAV,CHS,2.83621789
SAV,CLE,-0.786833856
SAV,CLT,1.889787344
SAV,CVG,6.626161414
SAV,DCA,5.5
SAV,DFW,7.512771248
SAV,DTW,7.79584121
SAV,EWR,21.09906244
SAV,FWA,14
SAV,GSP,2.047619048
SAV,HHH,-11
SAV,HTS,0
SAV,IAD,8.871156367
SAV,IAH,5.882551089
SAV,JAX,5.104871176
SAV,JFK,8.971899225
SAV,LGA,11.20322805
SAV,MCO,102.5
SAV,MEM,1.740585774
SAV,MIA,2.319371728
SAV,MLB,21
SAV,MLU,0
SAV,MSP,16.30612245
SAV,MYR,-1
SAV,ORD,16.18207926
SAV,RDU,1.290322581
SAV,RFD,24
SAV,SAT,0
SAV,SBN,22
SAV,SHV,0
SAV,SPI,162
SAV,SRQ,21
FLO,AGS,20
FLO,ATL,9.998955286
FLO,GSP,-6
MKC,MKE,8
ABE,ALB,10
ABE,ATL,10.03219431
ABE,AVP,3.436569809
ABE,AZO,241
ABE,BDL,0
ABE,BHM,11
ABE,BWI,3.389636883
ABE,CLE,-3.793348746
ABE,CLT,1.22771836
ABE,CVG,3.211330935
ABE,DCA,0.855643045
ABE,DTW,2.754368632
ABE,FWA,211.5
ABE,GRR,45
ABE,HPN,9.153061224
ABE,IAD,2.16453202
ABE,IND,-1
ABE,JFK,28
ABE,LGA,10.30964467
ABE,MCO,4.338436304
ABE,MDT,31.99603207
ABE,ORD,10.43819785
ABE,PHL,11.51276596
ABE,PIT,3.020520246
ABE,RDU,3
ABE,ROC,10
ABE,SBN,250
BPT,ATL,9.021505376
BPT,DFW,2.749368915
BPT,IAH,2.330285937
AZO,ATL,10.12734584
AZO,CVG,3.185704743
AZO,DAY,3.328367474
AZO,DTW,3.117546118
AZO,FAR,24
AZO,GRB,-1.780458384
AZO,LAN,-2.95201669
AZO,MKE,42
AZO,MSP,3.459316394
AZO,ORD,8.435585368
AZO,PIT,1.462774295
AZO,SBN,0.238636364
AZO,XNA,50
GUC,ATL,10.86889819
GUC,BNA,0
GUC,DEN,5.95261388
GUC,DFW,10.34712544
GUC,EWR,7.25
GUC,HDN,982
GUC,IAH,-0.749003984
GUC,OMA,22.5
GUC,ORD,10.3030303
GUC,SLC,16.21428571
TVC,ATL,14.09278351
TVC,CVG,7.896226415
TVC,DEN,13.43181818
TVC,DFW,10.61538462
TVC,DTW,4.760510275
TVC,LGA,14.78571429
TVC,MQT,25.90051282
TVC,MSN,24
TVC,MSP,6.286501377
TVC,ORD,12.03184512
CEC,ACV,5.406022502
CEC,RDD,115
CEC,SFO,25.06205871
CEC,SMF,4.971153846
TLH,AGS,0
TLH,ATL,7.865335562
TLH,AUS,0
TLH,CLT,4.289304556
TLH,CSG,0
TLH,CVG,4.498161765
TLH,DFW,6.432019308
TLH,FLL,8.806878307
TLH,IAD,0
TLH,IAH,7.010595201
TLH,JAX,null
TLH,JFK,8.084656085
TLH,MCO,3.699068067
TLH,MEM,3.822142491
TLH,MIA,5.363342978
TLH,MLB,0
TLH,PBI,3.311827957
TLH,SHV,5
TLH,TPA,3.770597496
SIT,JNU,8.155241807
SIT,KTN,10.96200127
SIT,SEA,8.771982615
AEX,ABI,0
AEX,ATL,15.00241887
AEX,AUS,-5
AEX,BTR,0
AEX,DFW,7.288037775
AEX,GTR,7.452088452
AEX,HOU,0
AEX,IAH,0.985117817
AEX,ILE,-5
AEX,JAN,0
AEX,LFT,0
AEX,MLU,2
AEX,MSY,0
AEX,SHV,11
YAK,ANC,3.333333333
YAK,CDV,11.19653011
YAK,JNU,6.138312979
ELP,ABQ,5.26414614
ELP,ATL,5.518500327
ELP,AUS,6.534766291
ELP,COS,-0.666666667
ELP,DAL,7.141550901
ELP,DEN,3.857232535
ELP,DFW,4.452060423
ELP,GJT,7.2
ELP,HOU,8.427833071
ELP,IAH,2.320248011
ELP,LAS,5.821665644
ELP,LAX,9.097528452
ELP,LBB,7.130467074
ELP,MAF,5.862265294
ELP,MFE,307
ELP,MTJ,14
ELP,OAK,103
ELP,OGD,-5
ELP,ONT,1.577405858
ELP,ORD,7.87328967
ELP,PHX,6.050263482
ELP,PIH,0
ELP,SAN,7.148438472
ELP,SAT,7.913704548
ELP,SFO,12.7835452
ELP,SLC,-0.108365843
ELP,STL,5.060790274
ELP,TUS,7.293639268
RFD,COS,10.66666667
RFD,DEN,1.700910273
RFD,GJT,14
COD,CPR,79.5
COD,DEN,-0.627030162
COD,IDA,16.66666667
COD,PIH,-0.5
COD,SLC,2.437709732
COD,TWF,8.666666667
HLN,BIL,-1.236272879
HLN,BTM,39.68131868
HLN,BZN,165
HLN,DEN,-0.64604811
HLN,FCA,8.911889597
HLN,GJT,-5
HLN,GTF,2.230046948
HLN,IDA,-5
HLN,MSO,165.6666667
HLN,MSP,11.92553191
HLN,PIH,45.5
HLN,SLC,1.807567128
HLN,TWF,9
CWA,ATW,0.507936508
CWA,DTW,7.703878903
CWA,MKE,1.201166181
CWA,MLI,-3
CWA,MSN,-14
CWA,MSP,2.172526574
CWA,ORD,16.52268954
ADQ,ANC,9.074172774
ADQ,BET,13.5
WYS,IDA,0
WYS,PIH,0
WYS,SLC,-0.881132075
TWF,BOI,175.625
TWF,EKO,124.5
TWF,LAX,0.692307692
TWF,ORD,3.0625
TWF,PIH,0
TWF,SLC,3.844883641
TWF,SUN,45
TYR,AEX,0
TYR,BPT,0
TYR,CLL,-4
TYR,DFW,1.490686336
TYR,IAH,4.350777935
TYR,TXK,73
PBI,ATL,6.819379063
PBI,AUS,0
PBI,BDL,9.532858119
PBI,BNA,3.811125485
PBI,BOS,11.43593922
PBI,BWI,7.073112242
PBI,CLE,2.910583581
PBI,CLT,4.331478619
PBI,CMH,16.90666667
PBI,CVG,7.907714844
PBI,DCA,5.340157673
PBI,DEN,-2.645390071
PBI,DFW,4.820319117
PBI,DTW,5.365870994
PBI,EWR,13.61975981
PBI,FLL,4.415648286
PBI,GSO,2.815384615
PBI,HPN,5.913686218
PBI,IAD,8.466628142
PBI,IAH,2.06175723
PBI,IND,12.38554217
PBI,ISP,7.351151908
PBI,JAX,-0.068181818
PBI,JFK,12.2227344
PBI,LAS,6.425414365
PBI,LGA,12.59033735
PBI,MCO,3.312415031
PBI,MDW,6.018581081
PBI,MEM,4.96408046
PBI,MIA,4.640015754
PBI,MLB,5.565217391
PBI,MSP,2.885714286
PBI,ORD,9.376414532
PBI,PHL,8.337470429
PBI,PIT,5.257169288
PBI,RDU,3.221109608
PBI,RSW,13.64665127
PBI,SRQ,2.222057369
PBI,STL,6.357245337
PBI,SWF,12.75471698
PBI,TLH,0.445652174
PBI,TPA,3.476452071
CKB,CVG,9.166666667
CKB,LEX,130
CKB,PIT,20
SPS,DFW,2.614584679
LAX,ABQ,10.29414935
LAX,ANC,9.313705838
LAX,ASE,9.465949821
LAX,ATL,9.756873622
LAX,AUS,7.188382933
LAX,BDL,5.284320557
LAX,BFL,3.750293401
LAX,BNA,6.891230218
LAX,BOI,5.397498263
LAX,BOS,7.203312898
LAX,BUR,124
LAX,BWI,7.9171335
LAX,BZN,-0.727272727
LAX,CCR,4.55799294
LAX,CDC,39.2
LAX,CLD,2.432097786
LAX,CLE,5.641649335
LAX,CLT,7.419463359
LAX,CMH,9.404003109
LAX,COS,6.758438438
LAX,CVG,7.204958047
LAX,DAL,5.25519955
LAX,DAY,8.044874615
LAX,DCA,6.235112936
LAX,DEN,8.107091869
LAX,DFW,7.020139977
LAX,DRO,-6
LAX,DSM,5.278409091
LAX,DTW,4.595124536
LAX,EGE,23.88966318
LAX,ELP,10.85385634
LAX,EUG,7.193011647
LAX,EWR,8.359294769
LAX,FAT,3.861806335
LAX,FLL,8.404366614
LAX,GEG,8.488753336
LAX,GJT,19
LAX,HDN,4.217317487
LAX,HNL,12.68455358
LAX,HOU,8.345828933
LAX,IAD,7.196311626
LAX,IAH,6.081672268
LAX,ICT,5.296066253
LAX,IDA,-7
LAX,IND,6.281048454
LAX,IPL,4.228927849
LAX,IYK,1.269824744
LAX,JAC,12.1147541
LAX,JAX,8.304195804
LAX,JFK,7.650677458
LAX,KOA,9.668139513
LAX,LAS,8.353591444
LAX,LAX,-2
LAX,LGA,17.68965517
LAX,LGB,18.33333333
LAX,LIH,9.097858043
LAX,MAF,0
LAX,MCI,9.643655195
LAX,MCO,7.616284468
LAX,MDW,8.479259576
LAX,MEM,1.869798723
LAX,MFE,1.376470588
LAX,MFR,14.32352941
LAX,MIA,7.370832938
LAX,MKE,4.274911275
LAX,MOD,4.892252252
LAX,MRY,2.490144684
LAX,MSP,5.030049131
LAX,MSY,8.0950329
LAX,MTJ,6.447761194
LAX,OAK,8.887934058
LAX,OGG,10.38405475
LAX,OKC,5.043155765
LAX,ONT,3.14375491
LAX,ORD,9.616984513
LAX,OXR,2.576067812
LAX,PDX,7.64633096
LAX,PHL,7.063958533
LAX,PHX,9.49635178
LAX,PIE,1.908629442
LAX,PIH,0
LAX,PIT,6.592315944
LAX,PMD,3
LAX,PSP,4.527593502
LAX,PUB,10
LAX,RDM,5.536231884
LAX,RDU,6.097713098
LAX,RNO,9.341734005
LAX,RSW,-3
LAX,SAN,4.43040756
LAX,SAT,9.573972603
LAX,SBA,2.273630667
LAX,SBP,2.547091699
LAX,SCK,5.636330004
LAX,SDF,-16
LAX,SEA,8.46902068
LAX,SFO,10.82133932
LAX,SGU,4.952949606
LAX,SJC,7.144917082
LAX,SJU,7.47574893
LAX,SLC,8.725747791
LAX,SMF,9.113224563
LAX,SMX,2.410247223
LAX,SNA,2.110585836
LAX,STL,7.587969189
LAX,SUN,8.785714286
LAX,TPA,7.134089159
LAX,TUL,6.928104575
LAX,TUS,9.533020143
LAX,TWF,14.76923077
LAX,VIS,2.480519481
LAX,XNA,12.55933148
LAX,YUM,4.325449102
BTV,ALB,1.520481928
BTV,ATL,21.68322618
BTV,AZO,-1
BTV,BDL,1.254545455
BTV,BGR,15.3362069
BTV,BOS,5.753996042
BTV,BWI,4.666666667
BTV,CLE,3.790311878
BTV,CMH,10
BTV,COS,-4
BTV,CVG,5.229800307
BTV,DCA,8.440207972
BTV,DTW,7.168588688
BTV,EWR,12.4714379
BTV,FWA,52
BTV,HPN,0.833333333
BTV,IAD,6.290412412
BTV,IND,159
BTV,JFK,10.75341985
BTV,LGA,5.603853565
BTV,MCO,-0.044520548
BTV,MHT,4.532492726
BTV,MSP,6.413793103
BTV,ORD,11.4843342
BTV,PHL,6.595262804
BTV,PIT,5.344086927
BTV,PWM,-5.729508197
BTV,SBN,110
BTV,SYR,0.461386139
APF,ATL,11.18419975
APF,MIA,4.105263158
APF,TPA,2.692223439
ROC,ALB,3.712280702
ROC,ATL,8.752747666
ROC,BDL,4.245125348
ROC,BOS,8.991466741
ROC,BUF,8.141453831
ROC,BWI,3.658098058
ROC,CLE,10.94324853
ROC,CLT,3.946627131
ROC,CVG,5.400262611
ROC,DCA,4.734866227
ROC,DFW,14.54288499
ROC,DTW,2.813131113
ROC,EWR,10.92393801
ROC,FLL,4.628803245
ROC,IAD,4.656261035
ROC,JFK,13.25412409
ROC,LAS,2.853146853
ROC,LEX,-5
ROC,LGA,8.692451858
ROC,MCO,4.559814937
ROC,MIA,34
ROC,MSP,8.199017199
ROC,ORD,8.704579608
ROC,PHL,7.671183965
ROC,PIT,5.048295853
ROC,PVD,25.5
ROC,RDU,1.736096161
ROC,SRQ,12
ROC,SWF,39.33333333
ROC,SYR,10.09241211
ROC,TPA,-1.303176796
GSP,ATL,5.63278327
GSP,AVL,29
GSP,AVP,105
GSP,BNA,0.171428571
GSP,BWI,2.929989551
GSP,CAE,-1.137931034
GSP,CHS,7.589012517
GSP,CLE,3.429360182
GSP,CLT,3.387500903
GSP,CVG,5.399535124
GSP,DAB,-20
GSP,DCA,2.735849057
GSP,DFW,6.622372881
GSP,DTW,3.37920937
GSP,EWR,10.63089758
GSP,FLL,6
GSP,GSO,3.343239227
GSP,IAD,8.449148477
GSP,IAH,2.883919284
GSP,JAX,-15
GSP,LGA,9.257491055
GSP,MCN,-1
GSP,MCO,6.950023137
GSP,MDW,2.344444444
GSP,MEM,2.38284251
GSP,MLB,75
GSP,MSY,3.908474576
GSP,ORD,12.89124692
GSP,PBI,18
GSP,PHL,5.198932384
GSP,PIT,2.966887417
GSP,RDU,1.054487179
GSP,RSW,85
GSP,SAV,10.41825095
GSP,TPA,5.188429752
PIR,JAX,32
PIR,MSP,59
TYS,AEX,-59
TYS,ATL,6.119695136
TYS,AUS,70.75
TYS,AVL,5
TYS,BNA,3.411507937
TYS,BTR,100
TYS,CHA,4.59375
TYS,CLE,3.617602996
TYS,CLT,2.363076736
TYS,CRW,0
TYS,CVG,5.419020211
TYS,DCA,-7.5
TYS,DEN,1.695575221
TYS,DFW,5.550556736
TYS,DTW,4.070700927
TYS,EWR,17.20740535
TYS,FWA,36
TYS,GRR,162
TYS,GSO,0
TYS,IAD,2.517954017
TYS,IAH,6.279287723
TYS,JAN,30
TYS,LEX,90
TYS,LGA,3.563419118
TYS,MCI,56.66666667
TYS,MCO,4.363811357
TYS,MEM,2.348824532
TYS,MLI,0
TYS,MSP,18.25496183
TYS,ORD,9.674559687
TYS,PIT,2.755546165
TYS,ROA,254
TYS,SDF,5.025974026
TYS,STL,4.343969713
TYS,TPA,6.225352113
TYS,TRI,4.4375
LBB,ABQ,6.07685527
LBB,AMA,5.013934046
LBB,AUS,4.680008781
LBB,DAL,7.513797349
LBB,DFW,5.633809441
LBB,ELP,4.598853047
LBB,HOU,1.545454545
LBB,IAH,4.462806594
LBB,LAS,5.015788303
LBB,MAF,4.388046387
LBB,OAK,-60
LBB,PHX,4.301691729
LBB,STL,30
MCN,ABY,-6
MCN,ATL,12.66778426
MCN,BQK,1
MCN,CHS,0
MCN,DFW,0
MCN,EYW,-2
MCN,FWA,0
MCN,VLD,1
MCN,VPS,60
DUT,ANC,14.66977652
MTH,ATL,15.96825397
MAZ,SJU,4.307142857
BFL,BUR,1.183333333
BFL,CDC,3
BFL,DEN,1.126676602
BFL,DFW,4.759936407
BFL,FAT,152.8571429
BFL,IAH,2.596573209
BFL,LAS,5.382587859
BFL,LAX,2.95217863
BFL,LGB,6
BFL,MRY,60
BFL,ONT,7.188679245
BFL,PHX,3.05410628
BFL,PIH,-9
BFL,PSP,83
BFL,SAN,-1.381370826
BFL,SBA,4.031168831
BFL,SBP,152
BFL,SFO,12.4664723
BFL,SJC,21
BFL,SLC,0.092436975
BFL,SMF,-5.17888563
BFL,SNA,1.530612245
BQN,EWR,6.777967549
BQN,JFK,1.072156431
BQN,MCO,8.593962999
BQN,MIA,1.665406427
RDD,ACV,51.14285714
RDD,CEC,112
RDD,CIC,115
RDD,FAT,73.33333333
RDD,MFR,179
RDD,MRY,75.5
RDD,SBA,-8
RDD,SFO,10.42534861
RDD,SJC,57.66666667
RDD,SMF,63
AMA,ABQ,7.071589311
AMA,COS,85
AMA,DAL,6.837612853
AMA,DEN,9.65276664
AMA,DFW,4.823040984
AMA,IAH,4.739142857
AMA,LAS,3.771482089
AMA,LBB,3.684186261
AMA,MAF,6.733980583
AMA,ORD,24.91666667
AMA,PHX,11
AMA,SLC,80.5
AMA,TUL,22
OTH,PDX,13.53846154
OTH,SFO,14.13913043
BNA,ATL,6.76848636
BNA,AUS,11.96669889
BNA,BDL,6.76307934
BNA,BHM,7.366880177
BNA,BOS,8.889386563
BNA,BTR,4.494546755
BNA,BWI,6.934709531
BNA,CAK,4.682352941
BNA,CHA,4.66413422
BNA,CID,-8
BNA,CLE,6.654442223
BNA,CLT,3.15098401
BNA,CMH,5.890457805
BNA,COS,2.666666667
BNA,CVG,6.128043571
BNA,DAY,13.5
BNA,DCA,4.426148047
BNA,DEN,7.172115059
BNA,DET,10.01147776
BNA,DFW,5.54142416
BNA,DSM,5.861244019
BNA,DTW,5.432094121
BNA,EVV,4.166666667
BNA,EWR,13.01656186
BNA,FLL,8.31808021
BNA,FSD,41.5
BNA,GSO,4.451015319
BNA,GSP,3.694183865
BNA,GUC,14
BNA,HOU,9.671646913
BNA,HSV,5.615509322
BNA,IAD,12.39796737
BNA,IAH,5.074091553
BNA,ICT,21
BNA,IND,5.299392807
BNA,ISP,6.523518632
BNA,JAN,4.313424658
BNA,JAX,9.628179911
BNA,JFK,12.40434333
BNA,LAS,7.719124584
BNA,LAX,6.699916765
BNA,LEX,9.686809138
BNA,LGA,9.496523307
BNA,LIT,4.296266124
BNA,MCI,8.368146466
BNA,MCO,8.713646091
BNA,MDW,7.865540389
BNA,MEM,3.437952011
BNA,MHT,9.318973863
BNA,MIA,6.407939129
BNA,MKE,4.74817466
BNA,MOB,4.580952381
BNA,MSP,3.950716243
BNA,MSY,8.342117898
BNA,OAK,11.18867925
BNA,OKC,0
BNA,OMA,1.495327103
BNA,ONT,8.301652893
BNA,ORD,10.11704368
BNA,ORF,4.173997664
BNA,PBI,7.129892473
BNA,PHL,6.578244001
BNA,PHX,6.862640737
BNA,PIT,3.368423713
BNA,PNS,5.146341463
BNA,PVD,8.238081181
BNA,RDU,7.610208275
BNA,RIC,4.166997354
BNA,RSW,7.712
BNA,SAN,8.171882138
BNA,SAT,11.70399346
BNA,SDF,2.84721717
BNA,SEA,7.416256158
BNA,SFO,9.757374631
BNA,SGF,0
BNA,SHV,0
BNA,SJU,5.485358255
BNA,SLC,12.97533207
BNA,SRQ,10.53932584
BNA,STL,4.353373291
BNA,TPA,8.753721642
BNA,TUL,2.918918919
BNA,TYS,9.996159017
MLI,ATL,10.66576763
MLI,CID,3.563654518
MLI,COS,8
MLI,CVG,3.654761905
MLI,DEN,7.165541026
MLI,DFW,10.02398082
MLI,DTW,5.019053473
MLI,FSD,1.194050992
MLI,GJT,10.5
MLI,IAD,-3
MLI,LAS,2.281437126
MLI,LNK,2.260273973
MLI,MCI,5.506686478
MLI,MCO,7.059178744
MLI,MEM,6.293469042
MLI,MKE,-13
MLI,MSP,5.478832117
MLI,MTJ,0
MLI,OMA,3.522974102
MLI,ORD,11.80438146
MLI,PHX,7.198979592
MLI,PIA,3.79305136
MLI,RDU,-1
MLI,STL,3.576954184
MLI,SUX,6.013196481
CAK,ATL,11.80737026
CAK,BNA,11.75
CAK,BOS,7.700498575
CAK,BWI,26.5
CAK,CLE,4.646723647
CAK,CLT,2.028150134
CAK,CMH,3.246134021
CAK,CVG,5.449023861
CAK,DAY,3.409143923
CAK,DEN,1.443949818
CAK,DTW,4.808800419
CAK,FLL,5.752688172
CAK,FWA,2.272084806
CAK,IND,0.945945946
CAK,LAS,1.794354839
CAK,LGA,13.99702492
CAK,MCO,5.488393264
CAK,ORD,9.549659478
CAK,PHL,7.08319739
CAK,PIT,2.884185469
CAK,RSW,0.379032258
CAK,TPA,1.450991832
ORD,ABE,13.7985243
ORD,ABQ,12.3122807
ORD,ALB,11.86571646
ORD,ANC,18.30668307
ORD,ASE,20.2848723
ORD,ATL,11.49419013
ORD,ATW,16.38234843
ORD,AUS,12.7105252
ORD,AVP,25.25431965
ORD,AZO,11.27117241
ORD,BDL,11.79998168
ORD,BGM,2.5
ORD,BGR,8.970509383
ORD,BHM,15.32573463
ORD,BIL,9.238938053
ORD,BIS,14.5
ORD,BMI,16.63559551
ORD,BNA,12.87955115
ORD,BOI,17.14473805
ORD,BOS,12.1057463
ORD,BTR,12.78297661
ORD,BTV,13.07904762
ORD,BUF,12.13020209
ORD,BWI,11.150977
ORD,BZN,13.48298573
ORD,CAE,24.4700834
ORD,CAK,14.95737673
ORD,CHA,12.46027743
ORD,CHS,16.6236819
ORD,CID,12.32497531
ORD,CLE,11.50887763
ORD,CLT,10.89996792
ORD,CMH,12.84071759
ORD,CMI,15.59354753
ORD,COS,18.18613712
ORD,CPR,16.57142857
ORD,CRW,21.22903664
ORD,CVG,9.339203624
ORD,CWA,18.75041322
ORD,DAB,29.84615385
ORD,DAL,6.217460317
ORD,DAY,10.66438686
ORD,DBQ,11.11545834
ORD,DCA,9.390657535
ORD,DEN,12.43011464
ORD,DFW,9.920011172
ORD,DLH,13.53690541
ORD,DSM,12.26890992
ORD,DTW,10.02529586
ORD,EGE,14.27636849
ORD,ELP,12.55352566
ORD,EUG,-13
ORD,EVV,10.57589972
ORD,EWR,13.56465876
ORD,FAR,14.93201696
ORD,FCA,13.546875
ORD,FLL,10.82579804
ORD,FNT,14.23358116
ORD,FSD,15.35205799
ORD,FWA,13.29965551
ORD,GEG,17.74085338
ORD,GJT,34.85
ORD,GPT,8.365638767
ORD,GRB,14.2233716
ORD,GRR,11.79762478
ORD,GSO,13.10348326
ORD,GSP,17.19460818
ORD,GTF,1.541666667
ORD,GUC,12.14186851
ORD,HDN,10.92311583
ORD,HNL,13.20385005
ORD,HOU,7.767400708
ORD,HPN,11.24201926
ORD,HSV,10.94396655
ORD,HVN,7.791640077
ORD,IAD,12.2931342
ORD,IAH,10.7696367
ORD,ICT,13.06417487
ORD,IDA,18
ORD,IND,11.79580822
ORD,ISP,8.619057072
ORD,JAC,18.62677878
ORD,JAN,10.10416667
ORD,JAX,16.47300721
ORD,JFK,13.1632069
ORD,KOA,8.5
ORD,LAN,17.21693038
ORD,LAS,14.35437327
ORD,LAX,12.83781231
ORD,LEX,15.77747426
ORD,LGA,11.20842618
ORD,LGB,11.56987998
ORD,LIT,16.13970155
ORD,LNK,13.94880025
ORD,LSE,11.99401699
ORD,MBS,12.11914721
ORD,MCI,12.5593093
ORD,MCN,13
ORD,MCO,11.72121906
ORD,MDT,13.19450106
ORD,MDW,55
ORD,MEM,9.27097838
ORD,MHT,13.46731449
ORD,MIA,13.24911306
ORD,MKE,10.33054526
ORD,MLB,0
ORD,MLI,14.22679622
ORD,MOB,7.982795699
ORD,MQT,27.16195063
ORD,MSN,11.28365476
ORD,MSO,7.375545852
ORD,MSP,8.530847004
ORD,MSY,12.59890798
ORD,MTJ,8.5
ORD,MYR,16.29936306
ORD,OAK,14.09372508
ORD,OGG,9.725510204
