origin,dest,averagedeparturedelay
SFO,LGB,6.731670979
SFO,LIH,6.772778151
SFO,LMT,17.59565217
SFO,MCI,9.374128312
SFO,MCO,11.24776949
SFO,MDW,6.814508551
SFO,MEM,3.3024823
SFO,MFR,13.11639364
SFO,MIA,8.656111998
SFO,MKE,4.4225
SFO,MOD,9.205882353
SFO,MRY,8.321606189
SFO,MSO,-4
SFO,MSP,5.122693581
SFO,MSY,10.45426516
SFO,OAK,-0.813200498
SFO,OGG,9.772503195
SFO,ONT,10.31551871
SFO,ORD,10.39657073
SFO,OTH,19.58441558
SFO,PDX,11.24725486
SFO,PHL,8.668511685
SFO,PHX,11.31454641
SFO,PIE,-1.341040462
SFO,PIH,-3
SFO,PIT,6.938862119
SFO,PMD,6.082922014
SFO,PSC,6.785
SFO,PSP,11.57371659
SFO,RDD,10.79872937
SFO,RDM,12.0234589
SFO,RNO,13.08512689
SFO,SAN,11.65228528
SFO,SAT,11.70084811
SFO,SBA,10.86383941
SFO,SBP,8.83061922
SFO,SCK,4
SFO,SDF,-10
SFO,SEA,11.78991848
SFO,SJC,4.062124248
SFO,SLC,9.242745367
SFO,SMF,9.48421875
SFO,SMX,35.05555556
SFO,SNA,6.326803769
SFO,STL,8.494149505
SFO,TUS,15.04125561
SFO,TVL,12.07296137
SFO,TWF,21.81818182
SFO,YKM,7.36407767
GTF,BIL,1.453831458
GTF,BZN,6.393162393
GTF,CPR,0
GTF,DEN,0.6955105
GTF,FCA,-2.749856074
GTF,GJT,1
GTF,HLN,5.072845081
GTF,IDA,-7.5
GTF,MSO,-1.599971639
GTF,MSP,0.776686751
GTF,ORD,5.173913043
GTF,PIH,-4
GTF,SLC,8.006834728
GTF,TWF,-7.666666667
RHI,MSP,6.276712329
EYW,ATL,19.44293366
EYW,FLL,-0.43956044
EYW,MCN,15
EYW,MCO,8.266917293
EYW,MIA,4.1700611
EYW,SRQ,35
YUM,GJT,1
YUM,IPL,5.28125
YUM,LAS,9.675949367
YUM,LAX,4.713624141
YUM,PHX,4.273203237
YUM,PSP,15.66666667
YUM,SLC,5.690322581
TTN,ATL,10.96385542
TTN,BOS,9.894009217
TTN,JFK,15
TTN,LGA,-5
TTN,PIT,2.521303258
STT,ATL,2.229822835
STT,BOS,10.17030568
STT,CLT,4.244991653
STT,EWR,4.743965925
STT,IAD,16.07692308
STT,JFK,7.793523025
STT,LGA,8.319148936
STT,MIA,5.78219697
STT,PHL,14.29268293
STT,RDU,2.653104925
STT,SJU,2.882490342
STT,STX,11.87007929
EVV,ATL,10.95461279
EVV,BNA,0.357142857
EVV,CLT,8.184357542
EVV,CVG,2.416989066
EVV,DAY,4.690025575
EVV,DFW,10.54846727
EVV,DTW,3.894078399
EVV,IND,2.241451368
EVV,LEX,0
EVV,MDW,2.489361702
EVV,MEM,2.376461988
EVV,MGM,82
EVV,ORD,9.623986408
EVV,PIT,4.231182796
EVV,SDF,2.034722222
EVV,STL,0
ORH,BWI,3.441967717
ORH,DTW,4.134554974
ORH,EWR,8.325476992
ORH,JFK,10.37574553
ORH,ORD,5.924024641
ORH,PHL,2.394208314
ORH,PIT,4.632095305
CCR,LAX,2.659894658
CLT,ABE,7.500296648
CLT,AGS,5.283733514
CLT,ALB,8.665854469
CLT,ATL,8.622198907
CLT,ATW,15
CLT,AUS,12.71303258
CLT,AVL,6.863741246
CLT,AVP,5.83908046
CLT,BDL,8.643088903
CLT,BHM,5.568784268
CLT,BNA,6.572884999
CLT,BOS,11.15855482
CLT,BUF,8.821930804
CLT,BWI,8.726307809
CLT,CAE,7.251657205
CLT,CAK,2.509803922
CLT,CHA,5.138873239
CLT,CHO,4.070327553
CLT,CHS,7.611805757
CLT,CLE,7.064585504
CLT,CMH,6.559548296
CLT,CRW,6.502228478
CLT,CVG,7.509996513
CLT,DAB,9.084734617
CLT,DAY,7.438947553
CLT,DCA,7.937813015
CLT,DEN,8.815903425
CLT,DFW,6.262213282
CLT,DTW,6.955131053
CLT,EGE,10.74285714
CLT,EVV,12.7740113
CLT,EWR,15.00248022
CLT,FAY,6.522727273
CLT,FLL,10.91894726
CLT,GNV,5.661479312
CLT,GRR,11.17402597
CLT,GSO,8.216715872
CLT,GSP,6.862229327
CLT,HPN,8.355670103
CLT,HSV,5.677503135
CLT,HTS,5.619871043
CLT,IAD,7.70466624
CLT,IAH,7.794233189
CLT,ILM,6.836476801
CLT,IND,6.958485958
CLT,ISO,4.299429339
CLT,ISP,7.78719867
CLT,JAN,26.28571429
CLT,JAX,8.369704451
CLT,JFK,16.7063764
CLT,LAS,14.35965523
CLT,LAX,12.81308074
CLT,LEX,6.43
CLT,LGA,13.12191713
CLT,LIT,4.942440888
CLT,LWB,1.504761905
CLT,LYH,8.873818182
CLT,MCI,8.301871544
CLT,MCO,11.5445935
CLT,MDT,6.777995805
CLT,MDW,1.303407247
CLT,MEM,7.466284238
CLT,MGM,3.68
CLT,MHT,7.050283996
CLT,MIA,9.781348906
CLT,MKE,6.817247455
CLT,MLB,9.109059633
CLT,MOB,4.692584593
CLT,MSP,6.989246099
CLT,MSY,8.304190024
CLT,MYR,7.563108172
CLT,OAJ,7.418518007
CLT,ORD,11.89187958
CLT,ORF,7.78233238
CLT,PBI,9.858923748
CLT,PDX,14.80269058
CLT,PHF,5.035220994
CLT,PHL,10.82578959
CLT,PHX,10.70244087
CLT,PIT,8.407222578
CLT,PNS,7.41831517
CLT,PVD,7.515911333
CLT,PWM,20.81322957
CLT,RDU,6.461473078
CLT,RIC,7.483601023
CLT,ROA,6.762215253
CLT,ROC,7.619190084
CLT,RSW,8.729281176
CLT,SAN,9.894751343
CLT,SAT,8.321760694
CLT,SAV,7.287567162
CLT,SDF,6.286978642
CLT,SEA,13.29034276
CLT,SFO,12.52108103
CLT,SJU,9.331248045
CLT,SLC,4.237816764
CLT,SMF,5.581081081
CLT,SRQ,9.581404421
CLT,STL,6.804241611
CLT,STT,9.87229514
CLT,STX,7.231759657
CLT,SWF,9.174482007
CLT,SYR,8.804620997
CLT,TLH,6.956914119
CLT,TPA,11.15415403
CLT,TRI,5.761702947
CLT,TUS,3.360544218
CLT,TYS,5.068751917
CLT,XNA,26.14285714
ITO,HNL,-1.739956481
ITO,KOA,-3.915606936
ITO,OAK,-0.725
ITO,OGG,-2.523854962
LNK,ABE,14
LNK,CID,0
LNK,COS,120.2
LNK,CRW,22
LNK,CYS,0
LNK,DEN,5.032637709
LNK,DSM,0
LNK,DTW,5.126245847
LNK,FSD,4.248568156
LNK,GJT,-1.5
LNK,ICT,3.451371571
LNK,LAN,-12
LNK,LAS,1.903669725
LNK,MKE,87
LNK,MSN,31
LNK,MSP,5.904411765
LNK,OMA,8.592920354
LNK,ORD,12.54605069
LNK,PHX,5.911982249
LNK,PIA,56
LNK,RFD,84
LNK,SGF,-8
LNK,STL,4.328837356
LNK,SUX,5.537446505
GUM,HNL,6.72168906
GUM,ROP,-0.596941562
GUM,ROR,2.518638574
GUM,SPN,1.857819905
GUM,YAP,10.05828221
ABI,CLL,46.33333333
ABI,DFW,3.896163042
ABI,IAH,5.713838447
ABI,LAX,0
ABI,SJT,null
ABI,TYR,0
ABI,VCT,8
MCO,ABE,7.016912166
MCO,ABQ,5.765981013
MCO,ACY,9.425531915
MCO,ALB,9.435574521
MCO,ATL,8.241371557
MCO,AUS,10.86961503
MCO,AVL,0.739130435
MCO,BDL,5.539731298
MCO,BHM,5.625410159
MCO,BMI,3.549514563
MCO,BNA,6.426197202
MCO,BOS,9.110039109
MCO,BQN,20.85898709
MCO,BTV,10.71575342
MCO,BUF,6.723368799
MCO,BUR,6.401639344
MCO,BWI,8.240490856
MCO,CAE,5.067627494
MCO,CAK,4.870118074
MCO,CHS,5.02371134
MCO,CLE,3.406594211
MCO,CLT,6.855225005
MCO,CMH,6.465452745
MCO,CVG,5.512900372
MCO,DAB,4.234567901
MCO,DAY,8.410294335
MCO,DCA,4.867560888
MCO,DEN,7.203427789
MCO,DFW,6.575798271
MCO,DTW,6.661868312
MCO,EWR,13.21289819
MCO,EYW,10.21509434
MCO,FLL,7.816553463
MCO,FNT,12.36113903
MCO,GNV,16
MCO,GPT,5.520325203
MCO,GRR,6.983758701
MCO,GSO,6.490916893
MCO,GSP,5.12942366
MCO,HOU,9.205444126
MCO,HPN,10.55925433
MCO,HSV,3.231642695
MCO,IAD,6.084149159
MCO,IAH,4.612646108
MCO,ICT,10.95145631
MCO,IND,5.356159084
MCO,ISP,8.065194853
MCO,JAN,4.906874189
MCO,JAX,6.562429696
MCO,JFK,10.6412041
MCO,LAS,10.77740826
MCO,LAX,7.770141888
MCO,LEX,8.883248731
MCO,LGA,11.71220618
MCO,LIT,10
MCO,MCI,6.056762976
MCO,MDT,8.637540453
MCO,MDW,6.863566749
MCO,MEM,2.776440678
MCO,MFE,-11
MCO,MHT,8.014110194
MCO,MIA,7.210946609
MCO,MKE,5.844339623
MCO,MLB,4.774798928
MCO,MLI,7.127710843
MCO,MSP,4.965252132
MCO,MSY,6.259482006
MCO,OKC,8.568389058
MCO,OMA,12.52173913
MCO,ORD,10.18389165
MCO,ORF,9.093875319
MCO,PBI,6.830277038
MCO,PDX,6.365714286
MCO,PFN,-0.116216216
MCO,PHF,3.284155598
MCO,PHL,10.31536793
MCO,PHX,12.11499817
MCO,PIE,10
MCO,PIT,6.820709973
MCO,PNS,3.417014729
MCO,PSE,18.45508982
MCO,PVD,8.721932601
MCO,PWM,7.404958678
MCO,RDU,6.395586796
MCO,RIC,9.817434211
MCO,ROC,7.611135563
MCO,RSW,8.279509176
MCO,SAN,7.26
MCO,SAT,6.985445205
MCO,SBN,7
MCO,SDF,8.036477082
MCO,SEA,12.37573806
MCO,SFO,5.108500954
MCO,SJU,8.541857445
MCO,SLC,5.034313725
MCO,SRQ,6.849249738
MCO,STL,7.831955803
MCO,STT,6.762863535
MCO,STX,33
MCO,SWF,9.140768814
MCO,SYR,9.488995598
MCO,TLH,3.350019503
MCO,TPA,6.333106908
MCO,TRI,13.82608696
MCO,TUL,8.496031746
MCO,TYS,7.69015444
PIA,ATL,12.05823715
PIA,CHA,10
PIA,CID,2.358552632
PIA,CMI,3.823953824
PIA,DEN,-1.259423503
PIA,DFW,5.289378758
PIA,DTW,3.533856722
PIA,HPN,-10
PIA,LNK,-9
PIA,MDW,null
PIA,MLI,4.202536743
PIA,MSP,18
PIA,ORD,9.239947464
PIA,STL,3.735883015
ATW,ATL,12.45531714
ATW,CHS,-23
ATW,CVG,4.418074717
ATW,CWA,-9.054545455
ATW,DSM,185
ATW,DTW,5.516657853
ATW,GRB,-0.457446809
ATW,GRR,128
ATW,LEX,5
ATW,MKE,-0.036342321
ATW,MSP,3.90248566
ATW,ORD,15.4765637
ATW,XNA,125
KTN,JNU,7.759755463
KTN,SEA,8.155589366
KTN,SIT,7.571481804
KTN,WRG,13.72593777
JFK,ABQ,0
JFK,ACK,17.05337079
JFK,AGS,4.75
JFK,ALB,11.1284965
JFK,ANC,0
JFK,ATL,14.27881592
JFK,AUS,17.14498029
JFK,BDL,7.35221783
JFK,BGM,86.29411765
JFK,BGR,3.210280374
JFK,BHM,33.2
JFK,BNA,19.89709075
JFK,BOS,13.36929407
JFK,BQN,3.606227611
JFK,BTV,12.59634841
JFK,BUF,12.70966145
JFK,BUR,8.335905846
JFK,BWI,14.23960601
JFK,CAE,30.42857143
JFK,CHS,4.402710552
JFK,CLE,13.36135643
JFK,CLT,16.14781163
JFK,CMH,16.10997732
JFK,CVG,12.99987034
JFK,DAB,7.886075949
JFK,DAY,16.21819474
JFK,DCA,11.48052692
JFK,DEN,13.35298314
JFK,DFW,15.73132616
JFK,DTW,12.01297119
JFK,EWR,20.89285714
JFK,FLL,11.02409467
JFK,GSO,8.437306502
JFK,GSP,190
JFK,HDN,15.26666667
JFK,HNL,18.33333333
JFK,HOU,14.29587156
JFK,HPN,9.16
JFK,IAD,12.97140891
JFK,IAH,10.1506176
JFK,IND,14.64895259
JFK,ISP,0
JFK,JAX,13.49517415
JFK,LAS,12.76230262
JFK,LAX,8.776128105
JFK,LEX,56.66666667
JFK,LGA,56.96666667
JFK,LGB,7.075255011
JFK,MCI,20.88865979
JFK,MCO,9.86534418
JFK,MEM,8.966666667
JFK,MHT,20.62025316
JFK,MIA,12.12692268
JFK,MKE,29.6
JFK,MLB,6.23483871
JFK,MSP,14.88596383
JFK,MSY,13.89777047
JFK,MYR,0
JFK,OAK,7.6853891
JFK,ONT,10.29161234
JFK,ORD,19.20235486
JFK,ORF,16.35882046
JFK,ORH,20.13582677
JFK,PBI,9.24175723
JFK,PDX,9.565714286
JFK,PHL,11.38948407
JFK,PHX,13.33237434
JFK,PIT,14.09850911
JFK,PNS,5.860068259
JFK,PSE,6.582866293
JFK,PVD,13.16721992
JFK,PWM,17.40506629
JFK,RDU,13.01675978
JFK,RIC,16.11370399
JFK,ROC,16.29907975
JFK,RSW,7.762304341
JFK,SAN,9.04065947
JFK,SAT,40
JFK,SAV,5.815101646
JFK,SDF,8.681742044
JFK,SEA,12.29815934
JFK,SFO,8.643110088
JFK,SJC,9.483202512
JFK,SJU,10.87524359
JFK,SLC,10.95415071
JFK,SMF,13.34030526
JFK,SNA,5.39440809
JFK,SRQ,6.194214876
JFK,STL,13.3505049
JFK,STT,4.492768477
JFK,STX,6.816964286
JFK,SWF,-10.5
JFK,SYR,10.38852744
JFK,TLH,8.194055944
JFK,TPA,11.50019899
JFK,TUS,15.71993127
JFK,TYS,25.83333333
JFK,UCA,1.917012448
SGU,CDC,3.05
SGU,GJT,11
SGU,IDA,50
SGU,LAX,3.751436782
SGU,OGD,1.5
SGU,ONT,14.66666667
SGU,PIH,19
SGU,PSP,3
SGU,PVU,-2
SGU,SBA,-1.5
SGU,SLC,2.6332364
SGU,TWF,4.333333333
MQT,GRB,8.850622407
MQT,MKE,18.90666667
MQT,MSN,11.25154131
MQT,ORD,9.751511487
MQT,TVC,7.112033195
RSW,ATL,6.201732555
RSW,BDL,13.08229426
RSW,BNA,2.671447197
RSW,BOS,12.57600702
RSW,BTV,25
RSW,BUF,17.05220884
RSW,BWI,6.543518519
RSW,CAE,-1
RSW,CAK,4.180371353
RSW,CLE,2.834363412
RSW,CLT,3.623664749
RSW,CMH,11.6329588
RSW,CVG,6.673571877
RSW,DAY,2.631828979
RSW,DCA,4.169328111
RSW,DEN,3.220039293
RSW,DFW,5.713014461
RSW,DTW,5.32111001
RSW,EWR,14.86444318
RSW,EYW,0
RSW,FLL,8.211538462
RSW,FNT,4.219259259
RSW,GSO,6.223684211
RSW,HOU,0.428571429
RSW,HPN,14.41109299
RSW,IAD,6.893429045
RSW,IAH,1.647120419
RSW,IND,2.801640282
RSW,ISP,14.67727675
RSW,JAX,16.23357664
RSW,JFK,14.29765013
RSW,LGA,12.24675325
RSW,MCI,37.6
RSW,MCO,3.011100833
RSW,MDW,6.90603363
RSW,MEM,2.708310249
RSW,MIA,2.858178054
RSW,MKE,1.359133127
RSW,MLB,22
RSW,MSP,7.34027067
RSW,ORD,11.38169496
RSW,PBI,2.039506173
RSW,PHL,6.894374164
RSW,PIT,4.722765483
RSW,RDU,2.482639434
RSW,RIC,-7.416666667
RSW,SRQ,7.04445475
RSW,STL,4.25720817
RSW,TPA,1.726304802
FAY,ATL,13.78399219
FAY,BWI,3.449242424
FAY,CAE,0
FAY,CLT,2.218915845
FAY,GSO,2.832376925
FAY,MCN,40
FAY,ORF,5.020761246
COS,ABQ,14.40384615
COS,ATL,6.2319933
COS,AUS,35.5
COS,BHM,-3
COS,BUR,263
COS,CLE,116
COS,CVG,8.250082481
COS,DEN,4.836846067
COS,DFW,4.773867091
COS,DTW,5.931224209
COS,EWR,7.634634635
COS,FAT,-5
COS,FMN,17
COS,FSD,169
COS,GJT,18.25
COS,GRB,-9
COS,IAH,2.586575998
COS,ICT,2.424190801
COS,IDA,-10
COS,IND,20
COS,LAN,186
COS,LAS,6.141299608
COS,LAX,6.960418672
COS,LNK,0
COS,MCI,5.198487713
COS,MEM,5.625448029
COS,MKE,0.5
COS,MLI,264
COS,MSN,-3
COS,MSP,4.012409843
COS,MTJ,-6
COS,OAK,5.636363636
COS,OKC,62
COS,ONT,8.452256034
COS,ORD,12.79914717
COS,PHX,5.569611235
COS,PIA,67.66666667
COS,PSP,-2
COS,PUB,0.947485356
COS,RFD,93
COS,RNO,9
COS,SAN,2.531712474
COS,SBN,-11
COS,SFO,6.904021448
COS,SLC,2.490456587
COS,SMF,6.323432343
COS,STL,3.425908521
COS,TUL,-16
COS,TUS,-10
COS,TWF,13
OGD,SLC,143.6666667
OKC,ABQ,0.254573171
OKC,ATL,8.187985835
OKC,AUS,5.672932331
OKC,BMI,34
OKC,BOS,-1
OKC,BWI,5.371991247
OKC,CLE,-1.482269504
OKC,COS,36
OKC,CVG,4.317793507
OKC,DAL,6.392095226
OKC,DEN,4.659202399
OKC,DFW,4.576979129
OKC,DTW,8.909952607
OKC,ELP,13.66666667
OKC,EWR,6.837766954
OKC,GJT,135.6666667
OKC,HOU,6.729264415
OKC,IAH,3.970278865
OKC,ICT,2.504807692
OKC,LAS,12.43090909
OKC,LAX,4.299328859
OKC,LIT,11.18777293
OKC,MCI,8.203583565
OKC,MCO,3.463855422
OKC,MEM,0.913469112
OKC,MSP,16.00841751
OKC,OMA,6
OKC,ONT,4.8200409
OKC,ORD,9.545955832
OKC,PHX,7.468781726
OKC,PIH,-2
OKC,SAN,5.039030956
OKC,SAT,4.65085389
OKC,SLC,6.418750755
OKC,SMF,10.60606061
OKC,SPI,-4
OKC,STL,6.161336882
OKC,TUL,5.169175028
OKC,TWF,0
OKC,TXK,-5.5
PFN,ATL,12.29223589
PFN,AUS,18
PFN,BHM,98
PFN,CSG,15
PFN,CVG,4.385620915
PFN,DFW,2.115196078
PFN,GPT,187
PFN,IAH,0
PFN,MCO,1.663043478
PFN,MEM,4.021377672
PFN,MGM,0.14379085
PFN,SAT,-5
PFN,TLH,7.5
PFN,VPS,15
SWF,ALB,2.31
SWF,ATL,8.410394462
SWF,BDL,14.66666667
SWF,BGR,7.611510791
SWF,BOS,22.5
SWF,BWI,3.734317343
SWF,CLT,4.032679739
SWF,CVG,4.748315189
SWF,DFW,1.807291667
SWF,DTW,10.7970451
SWF,FLL,5.40843949
SWF,HPN,12
SWF,IAD,5.006500542
SWF,ISP,4.5
SWF,JFK,2.5
SWF,LGA,-1
SWF,MCO,3.429962142
SWF,ORD,5.088369986
SWF,PBI,8.060137457
SWF,PHL,5.452631579
SWF,PIT,4.136213125
SWF,PVD,5.666666667
SWF,RDU,1.976112699
SWF,ROC,9
SWF,TPA,1.696707106
OME,ANC,10.88582078
OME,FAI,20
OME,OTZ,10.27055234
GSO,ATL,8.64774791
GSO,AUS,25.25
GSO,BNA,0.691103789
GSO,BOS,11.16882341
GSO,BTR,27
GSO,BUF,15
GSO,BWI,4.829717599
GSO,CAE,3.801623084
GSO,CHS,10.62808642
GSO,CLE,5.236954878
GSO,CLT,4.731329586
GSO,CMH,95
GSO,CVG,5.428304874
GSO,DAY,6.56022409
GSO,DCA,5.292100557
GSO,DFW,5.578316595
GSO,DTW,2.525741627
GSO,EWR,11.67181889
GSO,FAY,6.420717131
GSO,FLL,7.331653226
GSO,GSP,10.05764612
GSO,IAD,5.040042958
GSO,IAH,3.966198185
GSO,ILM,8.909297052
GSO,JAN,155
GSO,JAX,7.190972222
GSO,JFK,7.878648233
GSO,LGA,9.967747499
GSO,MCO,5.21363234
GSO,MDW,4.798165138
GSO,MEM,6.140837961
GSO,MIA,5.710820896
GSO,MSP,9.702160494
GSO,MSY,7.133738602
GSO,MYR,2.830769231
GSO,OKC,0
GSO,ORD,10.63972128
GSO,ORF,7.122479095
GSO,PBI,1.969465649
GSO,PHL,6.405913422
GSO,PIT,4.5940982
GSO,RDU,1.16877551
GSO,RIC,1.219492219
GSO,ROA,174
GSO,RSW,3.649350649
GSO,SDF,6.286184211
GSO,SHV,0
GSO,TPA,8.723393658
HPN,ALB,26.33333333
HPN,ATL,13.91515412
HPN,BOS,9.394587516
HPN,BTV,21.41666667
HPN,CLE,-0.829353933
HPN,CLT,9.278350515
HPN,CVG,7.844090528
HPN,DTW,4.272828819
HPN,EWR,-0.875690608
HPN,FLL,10.0188784
HPN,HVN,7.310045895
HPN,IAD,5.671905697
HPN,JFK,22.4
HPN,LGA,null
HPN,MCO,7.235
HPN,MSP,7.299486176
HPN,ORD,9.998742165
HPN,PBI,11.86883676
HPN,PIA,298
HPN,PIT,5.313526835
HPN,PVD,3.5
HPN,RDU,5.933147632
HPN,RSW,5.543230016
HPN,SWF,86
HPN,TPA,15.4516129
PLN,DCA,-5
PLN,DTW,5.863087248
EGE,ATL,11.15749235
EGE,CLT,19.62686567
EGE,CVG,10.01639344
EGE,DEN,6.664625612
EGE,DFW,11.28766863
EGE,DTW,22.62345679
EGE,EWR,14.81516854
EGE,IAD,5.352941176
EGE,IAH,3.467905405
EGE,LAX,13.40672074
EGE,LGA,17.55477032
EGE,MIA,32.06756757
EGE,MSP,13.63373772
EGE,ORD,14.48936877
EGE,PHL,17.03030303
EGE,PHX,7.38490566
EGE,SFO,28.36976744
LCH,IAH,3.238231842
DEN,ABQ,8.277331556
DEN,ALB,122
DEN,AMA,9.21300813
DEN,ANC,15.27023282
DEN,ASE,9.405666384
DEN,ATL,8.235549169
DEN,AUS,9.24705095
DEN,BDL,10.3477918
DEN,BFF,-2.5
DEN,BFL,4.157670455
DEN,BHM,9.869225968
DEN,BIL,9.532487912
DEN,BIS,7.120201914
DEN,BNA,8.636646804
DEN,BOI,9.551556147
DEN,BOS,11.68299918
DEN,BTM,55.33333333
DEN,BTR,-2
DEN,BUF,18.14545455
DEN,BUR,8.331213873
DEN,BWI,10.73491458
DEN,BZN,8.182978009
DEN,CAK,7.780517381
DEN,CDC,18
DEN,CID,9.887214268
DEN,CLE,6.844813424
DEN,CLT,6.328733624
DEN,CMH,9.714465522
DEN,COD,8.316734221
DEN,COS,6.73926925
DEN,CPR,6.130025663
DEN,CRW,-5
DEN,CVG,6.051324721
DEN,CYS,-1
DEN,DAY,8.294488189
DEN,DCA,6.701884637
DEN,DFW,7.687009353
DEN,DRO,7.389565217
DEN,DSM,9.360204761
DEN,DTW,8.041278931
DEN,EGE,11.11453744
DEN,ELP,6.714635473
DEN,EUG,11.02974943
DEN,EWR,11.93951939
DEN,FAR,7.619782871
DEN,FAT,8.682616792
DEN,FCA,3.053294574
DEN,FLL,8.749041714
DEN,FMN,80
DEN,FSD,8.969419682
DEN,FWA,-4.5
DEN,GCC,8.126094571
DEN,GEG,9.315410246
DEN,GJT,6.495731598
DEN,GRB,-2
DEN,GRR,10.57589803
DEN,GTF,8.740194315
DEN,GUC,8.910921293
DEN,HDN,9.081401252
DEN,HLN,6.441176471
DEN,HNL,13.63534362
DEN,HOU,7.208412787
DEN,HSV,2.522700815
DEN,IAD,9.899985901
DEN,IAH,7.238555404
DEN,ICT,8.103039105
DEN,IDA,5.753909844
DEN,IND,8.471811752
DEN,JAC,11.42903952
DEN,JAX,7.628398792
DEN,JFK,9.420643337
DEN,KOA,14.93382353
DEN,LAR,12
DEN,LAS,9.061030361
DEN,LAX,10.12911759
DEN,LGA,11.92494281
DEN,LGB,5.727863046
DEN,LIH,22.34210526
DEN,LIT,10.03456221
DEN,LNK,9.193656191
DEN,MBS,-2
DEN,MCI,8.94135208
DEN,MCO,9.54294342
DEN,MDW,6.781606572
DEN,MEM,5.472923777
DEN,MFR,7.387245841
DEN,MIA,9.948927836
DEN,MKE,8.827520669
DEN,MLI,9.818923019
DEN,MOT,9.405844156
DEN,MRY,7.646622735
DEN,MSN,10.61910484
DEN,MSO,7.149315068
DEN,MSP,7.994239484
DEN,MSY,9.471862593
DEN,MTJ,6.371064204
DEN,OAK,10.20239029
DEN,OGD,39
DEN,OGG,24.02016129
DEN,OKC,8.837056575
DEN,OMA,8.915366265
DEN,ONT,9.116535211
DEN,ORD,11.79945828
DEN,PBI,8.425531915
DEN,PDX,10.57138594
DEN,PHL,9.084476955
DEN,PHX,8.169822412
DEN,PIA,5.213006942
DEN,PIH,15.66666667
DEN,PIT,6.778014215
DEN,PSC,6.825993765
DEN,PSP,8.934408865
DEN,PUB,0
DEN,PVU,66
DEN,RAP,6.294102608
DEN,RDM,9.677966102
DEN,RDU,14.52950076
DEN,RFD,11.15994798
DEN,RKS,1.675417661
DEN,RNO,9.925255616
DEN,ROC,13
DEN,RSW,7.045409674
DEN,SAN,9.776708687
DEN,SAT,8.773610899
DEN,SBA,6.150720063
DEN,SDF,7.616747182
DEN,SEA,11.27320044
DEN,SFO,13.41983667
DEN,SGF,8.059986165
DEN,SJC,9.006705392
DEN,SLC,8.797266454
DEN,SMF,9.899300601
DEN,SNA,8.155905666
DEN,STL,8.714773828
DEN,SUX,7.125748503
DEN,TPA,10.60317165
DEN,TUL,7.962863802
DEN,TUS,9.178108563
DEN,TVC,4.505747126
DEN,TWF,39
DEN,TYS,8.46975089
DEN,XNA,7.413450516
BGR,ATL,25.90715884
BGR,BOS,6.863849765
BGR,BTV,4.289693593
BGR,CVG,7.61212976
BGR,DTW,9.040802213
BGR,EWR,24.22659668
BGR,JFK,10.41314554
BGR,LGA,11.06656038
BGR,MHT,2.880398671
BGR,MSP,6.333333333
BGR,ORD,10.41101695
BGR,PHL,10.34782609
BGR,PIT,2.934508816
BGR,PVD,5.679724494
BGR,PWM,1.641699518
BGR,SWF,1.137559809
BGR,SYR,0.868421053
MSN,ATL,13.33196721
MSN,ATW,10
MSN,CLE,1.746181616
MSN,COS,21.25
MSN,CPR,-8
MSN,CVG,2.798370247
MSN,CYS,49
MSN,DCA,5.9375
MSN,DEN,7.683148992
MSN,DFW,8.326357295
MSN,DSM,-4
MSN,DTW,1.900831853
MSN,EWR,26.96692991
MSN,GRB,-1.741134752
MSN,GRR,5.641509434
MSN,IAH,null
MSN,LAS,-0.042168675
MSN,LGA,20.04328622
MSN,LNK,-8
MSN,LSE,2.65
MSN,MCI,-0.235294118
MSN,MEM,6.348958333
MSN,MKE,1.258694326
MSN,MLI,0
MSN,MQT,26.76556777
MSN,MSP,3.1499195
MSN,ORD,9.091377849
MSN,PIT,1.937945066
MSN,PUB,-13
MSN,RAP,-8
MSN,RFD,49
MSN,STL,3.971450038
DAB,ATL,6.833391563
DAB,BWI,0.880794702
DAB,CLE,-3.980295567
DAB,CLT,4.749232058
DAB,CVG,10.59122402
DAB,DFW,1.733333333
DAB,EWR,14.55479786
DAB,IAD,10.33966746
DAB,JAX,1.812121212
DAB,LGA,31.1849711
DAB,MCO,0.105882353
DAB,MLB,7.312757202
DAB,ORD,46.84615385
DAB,PHL,5.112820513
DAB,RDU,1.833251674
DAB,SHV,0
GCN,FLG,4.114727855
GCN,LAS,3.968846286
GCN,PHX,3.234303216
TUS,ABQ,6.542901371
TUS,AMA,9.153846154
TUS,ATL,5.122938243
TUS,AUS,8.637268848
TUS,CDC,-2
TUS,CLT,0.170068027
TUS,COS,-1.5
TUS,CVG,3.231929425
TUS,DEN,4.417832582
TUS,DFW,4.130839873
TUS,DTW,-4
TUS,ELP,1.758878505
TUS,EWR,14.41269841
TUS,FAT,8.425
TUS,GEG,2.179104478
TUS,GJT,11.33333333
TUS,IAD,-0.455657492
TUS,IAH,3.714358869
TUS,IDA,162
TUS,JFK,14.43728223
TUS,LAS,7.689255427
TUS,LAX,7.892691406
TUS,LGB,5
TUS,MCI,7.606361829
TUS,MDW,3.536557283
TUS,MEM,6.322916667
TUS,MSP,2.640925417
TUS,OAK,7.020883055
TUS,OMA,2.607407407
TUS,ONT,5.083473862
TUS,ORD,9.129873407
TUS,PHX,4.300917611
TUS,PIH,0
TUS,PIT,1.396551724
TUS,PSP,8.157844081
